province,hospital_th,hospital_en,h_code,affiliation,hospital_type,beds,specialty_note,health_region
อุดรธานี,โรงพยาบาลไชยวาน,CHAIWAN HOSPITAL,11020,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.),30.0,,8
อุดรธานี,โรงพยาบาลศรีธาตุ,SRITHAT HOSPITAL,11021,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.),0.0,,8
อุดรธานี,โรงพยาบาลวังสามหมอ,WANGSAMMO HOSPITAL,11022,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.),40.0,,8
อุดรธานี,โรงพยาบาลบ้านผือ,BANPHUE HOSPITAL,11023,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.),90.0,,8
อุดรธานี,โรงพยาบาลน้ำโสม,NAMSOM HOSPITAL,11024,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.),70.0,,8
อุดรธานี,โรงพยาบาลเพ็ญ,PHEN HOSPITAL,11025,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.),114.0,ให้การดูแลรักษาเฉพาะทางด้านอายุรกรรม ศัลยกรรม กุมารกรรม สูติ-นรีเวชกรรม ทัตกรรม แพทย์แผนไทย แพทย์ทางเลือก การส่งเสริม ป้องกัน  ฟื้นฟูโรคในพื้นที่อำเภอเพ็ญ คลอบคลุมโรคเรื้อรัง โรคและภัยสุขภาพที่สำคัญในพื้นที่ ป้องกันควบคุมไม่ให้เกิดโรคระบาดหรือระบาดซ้ำในพื้นที่ รับผู้ป่วยสำหรับดูแลแบบ Intermediate Care เตรียมผู้ป่วยและญาติให้พร้อมสำหรับการดูแลตนเองที่บ้านและในชุมชน ส่งต่อในโรคที่ซับซ้อนหรือมีข้อจำกัดในการดูแลรักษาสู่โรงพยาบาลที่มีศักยภาพสูงกว่า<br />,8
อุดรธานี,โรงพยาบาลสร้างคอม,SANHKHOM HOSPITAL,11026,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.),30.0,,8
อุดรธานี,โรงพยาบาลหนองแสง,NONGSAENG HOSPITAL,11027,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.),30.0,-	การคัดกรองและประเมินอาการผู้ป่วยกลุ่มโรคสำคัญ ได้แก่ Stroke STEMI Sepsis <br />-	การควบคุมการแพร่กระจายเชื้อและการดูแลผู้ป่วย COVID-19 TB <br />-	การให้ความรู้เรื่องยากลุ่มโรค DM HT CKD COVID-19 ผู้ป่วยที่รับยา Warfarin การให้ความรู้การเสริมพลังในการดูแลสุขภาพตนเองผู้ป่วยโรคสำคัญ ได้แก่ DM <br />-	การส่งตรวจทางห้องปฏิบัติการ ได้แก่ การรายงานค่าวิกฤติผู้ป่วยโรคเบาหวาน การส่งสิ่งตรวจทางห้องปฏิบัติการโรค COVID-19  ,8
อุดรธานี,โรงพยาบาลนายูง,NAYOONG HOSPITAL,11028,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.),30.0,ทดสอบ,8
อุดรธานี,โรงพยาบาลพิบูลย์รักษ์,PHIBUNRAK HOSPITAL,11029,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.),30.0,1.การรักษาพยาบาลโรคทั่วไป  <br />2.การส่งเสริมสุขภาพประชาชน<br />3.การควบคุม ป้องกันโรค<br />4.การฟื้นฟูสภาพ,8
เลย,โรงพยาบาลนาด้วง,NADUANG HOSPITAL,11030,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.),42.0,,8
เลย,โรงพยาบาลเชียงคาน,CHIANGKHAN HOSPITAL,11031,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.),60.0,ภาคีเครือข่ายมีส่วนร่วมในการดูแลสุขภาพประชาชนในพื้นที่ ,8
เลย,โรงพยาบาลปากชม,PAKCHOM HOSPITAL,11032,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.),30.0,0,8
เลย,โรงพยาบาลนาแห้ว,NAHAEO HOSPITAL,11033,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.),30.0,,8
เลย,โรงพยาบาลภูเรือ,PHURUA HOSPITAL,11034,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.),30.0,,8
เลย,โรงพยาบาลท่าลี่,THALI HOSPITAL,11035,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.),30.0,,8
เลย,โรงพยาบาลวังสะพุง,WANGSAPHUNG HOSPITAL,11036,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.),113.0,1. สาขาอายุรกรรม<br />2.สาขาศัลยกรรม<br />3.สาขากุมารเวชกรรม<br />4.สาขาสูตินรีเวชกรรม<br />5.สาขาวิสัญญี<br />6.สาขาทันตกรรมทั่วไป/เฉพาะทางทันตกรรม 4 สาขา,8
เลย,โรงพยาบาลภูกระดึง,PHUKRADUENG HOSPITAL,11037,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.),51.0,,8
